perf_id,airfoil_id,version_id,alpha_deg,reynolds_number,cl,cd,cm,source_type,is_anomaly
351,ag11,1,0,500000,0.000000,0.008137,-0.034647,generated_synthetic,0
352,ag11,1,2,500000,0.206114,0.008867,-0.038842,generated_synthetic,0
353,ag11,1,4,500000,0.405892,0.012360,-0.042744,generated_synthetic,0
354,ag11,1,6,500000,0.635631,0.017111,-0.047122,generated_synthetic,0
355,ag11,1,8,500000,0.853124,0.023482,-0.050580,generated_synthetic,0
356,ag11,1,10,500000,1.050620,0.033729,-0.053519,generated_synthetic,0
357,ag11,1,12,500000,1.249586,0.045056,-0.058804,generated_synthetic,0
358,ag11,1,14,500000,1.287665,0.050277,-0.063802,generated_synthetic,0
359,ag11,1,16,500000,1.131303,0.061484,-0.066352,generated_synthetic,0
360,ag11,1,18,500000,1.144525,0.068297,-0.070662,generated_synthetic,0
361,ag12,1,-10,50000,-0.954825,0.032019,-0.014786,generated_synthetic,0
362,ag12,1,-8,50000,-0.748539,0.022387,-0.019228,generated_synthetic,0
363,ag12,1,-6,50000,-0.547136,0.016310,-0.022947,generated_synthetic,0
364,ag12,1,-4,50000,-0.374321,0.011866,-0.026721,generated_synthetic,0
365,ag12,1,-2,50000,-0.189172,0.009032,-0.030391,generated_synthetic,0
366,ag12,1,0,50000,0.000000,0.007997,-0.034425,generated_synthetic,0
367,ag12,1,2,50000,0.188247,0.008712,-0.038678,generated_synthetic,0
368,ag12,1,4,50000,0.389636,0.012298,-0.041427,generated_synthetic,0
369,ag12,1,6,50000,0.575665,0.016772,-0.046528,generated_synthetic,0
370,ag12,1,8,50000,0.735258,0.023775,-0.050713,generated_synthetic,0
371,ag12,1,10,50000,0.973619,0.031405,-0.054561,generated_synthetic,0
372,ag12,1,12,50000,1.151565,0.042095,-0.059572,generated_synthetic,0
373,ag12,1,14,50000,1.151592,0.050473,-0.061847,generated_synthetic,0
374,ag12,1,16,50000,1.026897,0.059671,-0.068199,generated_synthetic,0
375,ag12,1,18,50000,1.014125,0.069074,-0.071112,generated_synthetic,0
376,ag12,1,-10,100000,-0.980389,0.034154,-0.015160,generated_synthetic,0
377,ag12,1,-8,100000,-0.774157,0.024247,-0.019395,generated_synthetic,0
378,ag12,1,-6,100000,-0.581995,0.017145,-0.023570,generated_synthetic,0
379,ag12,1,-4,100000,-0.390564,0.012047,-0.027244,generated_synthetic,0
380,ag12,1,-2,100000,-0.191181,0.008590,-0.030414,generated_synthetic,0
381,ag12,1,0,100000,0.000000,0.007973,-0.035049,generated_synthetic,0
382,ag12,1,2,100000,0.197067,0.008652,-0.039391,generated_synthetic,0
383,ag12,1,4,100000,0.385542,0.011688,-0.043247,generated_synthetic,0
384,ag12,1,6,100000,0.605444,0.016923,-0.046815,generated_synthetic,0
385,ag12,1,8,100000,0.783403,0.023199,-0.051075,generated_synthetic,0
386,ag12,1,10,100000,0.993084,0.032734,-0.055275,generated_synthetic,0
387,ag12,1,12,100000,1.156795,0.042308,-0.058021,generated_synthetic,0
388,ag12,1,14,100000,1.165746,0.049715,-0.064099,generated_synthetic,0
389,ag12,1,16,100000,1.119375,0.056757,-0.068585,generated_synthetic,0
390,ag12,1,18,100000,1.010266,0.069049,-0.070725,generated_synthetic,0
391,ag12,1,-10,200000,-0.996839,0.033093,-0.015189,generated_synthetic,0
392,ag12,1,-8,200000,-0.772759,0.023366,-0.019057,generated_synthetic,0
393,ag12,1,-6,200000,-0.618869,0.016617,-0.022624,generated_synthetic,0
394,ag12,1,-4,200000,-0.417659,0.012573,-0.026749,generated_synthetic,0
395,ag12,1,-2,200000,-0.199036,0.008609,-0.031377,generated_synthetic,0
396,ag12,1,0,200000,0.000000,0.007987,-0.035212,generated_synthetic,0
397,ag12,1,2,200000,0.205201,0.008984,-0.039477,generated_synthetic,0
398,ag12,1,4,200000,0.410941,0.011598,-0.041245,generated_synthetic,0
399,ag12,1,6,200000,0.607534,0.016029,-0.046927,generated_synthetic,0
400,ag12,1,8,200000,0.804538,0.024121,-0.050601,generated_synthetic,0
401,ag12,1,10,200000,1.002426,0.032232,-0.054985,generated_synthetic,0
402,ag12,1,12,200000,1.200193,0.041286,-0.058191,generated_synthetic,0
403,ag12,1,14,200000,1.219514,0.050914,-0.062067,generated_synthetic,0
404,ag12,1,16,200000,1.128956,0.058902,-0.064672,generated_synthetic,0
405,ag12,1,18,200000,1.106079,0.069510,-0.071879,generated_synthetic,0
406,ag12,1,-10,500000,-1.052504,0.033894,-0.014913,generated_synthetic,0
407,ag12,1,-8,500000,-0.810161,0.024409,-0.018998,generated_synthetic,0
408,ag12,1,-6,500000,-0.635143,0.018452,-0.022402,generated_synthetic,0
409,ag12,1,-4,500000,-0.429212,0.011850,-0.026792,generated_synthetic,0
410,ag12,1,-2,500000,-0.212982,0.009171,-0.031257,generated_synthetic,0
411,ag12,1,0,500000,0.000000,0.008209,-0.035330,generated_synthetic,0
412,ag12,1,2,500000,0.214062,0.009319,-0.039785,generated_synthetic,0
413,ag12,1,4,500000,0.420471,0.011849,-0.042303,generated_synthetic,0
414,ag12,1,6,500000,0.638537,0.018568,-0.047291,generated_synthetic,0
415,ag12,1,8,500000,0.874486,0.024889,-0.050573,generated_synthetic,0
416,ag12,1,10,500000,1.064805,0.034843,-0.053723,generated_synthetic,0
417,ag12,1,12,500000,1.248476,0.047938,-0.058705,generated_synthetic,0
418,ag12,1,14,500000,1.198867,0.054297,-0.061605,generated_synthetic,0
419,ag12,1,16,500000,1.164446,0.059448,-0.068000,generated_synthetic,0
420,ag12,1,18,500000,1.142016,0.070694,-0.071451,generated_synthetic,0
421,ag13,1,-10,50000,-0.948145,0.030943,-0.015040,generated_synthetic,0
422,ag13,1,-8,50000,-0.735504,0.023366,-0.019156,generated_synthetic,0
423,ag13,1,-6,50000,-0.567141,0.016564,-0.023070,generated_synthetic,0
424,ag13,1,-4,50000,-0.380017,0.011898,-0.027117,generated_synthetic,0
425,ag13,1,-2,50000,-0.185857,0.008928,-0.030807,generated_synthetic,0
426,ag13,1,0,50000,0.000000,0.008128,-0.034704,generated_synthetic,0
427,ag13,1,2,50000,0.194094,0.008760,-0.038550,generated_synthetic,0
428,ag13,1,4,50000,0.376960,0.012072,-0.043122,generated_synthetic,0
429,ag13,1,6,50000,0.552657,0.016401,-0.046834,generated_synthetic,0
430,ag13,1,8,50000,0.761726,0.023052,-0.049859,generated_synthetic,0
431,ag13,1,10,50000,0.926847,0.032296,-0.054181,generated_synthetic,0
432,ag13,1,12,50000,1.098308,0.041973,-0.058802,generated_synthetic,0
433,ag13,1,14,50000,1.105236,0.049991,-0.063092,generated_synthetic,0
434,ag13,1,16,50000,1.028240,0.056692,-0.067572,generated_synthetic,0
435,ag13,1,18,50000,1.019217,0.063916,-0.071162,generated_synthetic,0
436,ag13,1,-10,100000,-0.976473,0.032984,-0.014885,generated_synthetic,0
437,ag13,1,-8,100000,-0.752685,0.022728,-0.019279,generated_synthetic,0
438,ag13,1,-6,100000,-0.584427,0.016842,-0.022653,generated_synthetic,0
439,ag13,1,-4,100000,-0.407609,0.011241,-0.026263,generated_synthetic,0
440,ag13,1,-2,100000,-0.201097,0.008981,-0.030854,generated_synthetic,0
441,ag13,1,0,100000,0.000000,0.008169,-0.035194,generated_synthetic,0
442,ag13,1,2,100000,0.199044,0.009080,-0.038389,generated_synthetic,0
443,ag13,1,4,100000,0.374476,0.011158,-0.042607,generated_synthetic,0
444,ag13,1,6,100000,0.588034,0.016684,-0.046935,generated_synthetic,0
445,ag13,1,8,100000,0.761466,0.023012,-0.050196,generated_synthetic,0
446,ag13,1,10,100000,0.968596,0.030585,-0.053250,generated_synthetic,0
447,ag13,1,12,100000,1.163817,0.040094,-0.057195,generated_synthetic,0
448,ag13,1,14,100000,1.121292,0.050008,-0.062932,generated_synthetic,0
449,ag13,1,16,100000,1.066602,0.056635,-0.067840,generated_synthetic,0
450,ag13,1,18,100000,1.063160,0.070670,-0.071477,generated_synthetic,0
451,ag13,1,-10,200000,-1.007804,0.032601,-0.015205,generated_synthetic,0
452,ag13,1,-8,200000,-0.808636,0.023947,-0.018869,generated_synthetic,0
453,ag13,1,-6,200000,-0.600457,0.017481,-0.023461,generated_synthetic,0
454,ag13,1,-4,200000,-0.404049,0.012126,-0.026806,generated_synthetic,0
455,ag13,1,-2,200000,-0.198097,0.009072,-0.030762,generated_synthetic,0
456,ag13,1,0,200000,0.000000,0.007829,-0.035511,generated_synthetic,0
457,ag13,1,2,200000,0.208835,0.008825,-0.039307,generated_synthetic,0
458,ag13,1,4,200000,0.408564,0.012366,-0.043530,generated_synthetic,0
459,ag13,1,6,200000,0.617495,0.016326,-0.046773,generated_synthetic,0
460,ag13,1,8,200000,0.804856,0.021791,-0.051344,generated_synthetic,0
461,ag13,1,10,200000,1.022914,0.033410,-0.054425,generated_synthetic,0
462,ag13,1,12,200000,1.173012,0.042552,-0.059940,generated_synthetic,0
463,ag13,1,14,200000,1.165168,0.048429,-0.062032,generated_synthetic,0
464,ag13,1,16,200000,1.113997,0.055023,-0.066539,generated_synthetic,0
465,ag13,1,18,200000,1.090217,0.066245,-0.071504,generated_synthetic,0
466,ag13,1,-10,500000,-1.066335,0.034550,-0.015248,generated_synthetic,0
467,ag13,1,-8,500000,-0.880045,0.024604,-0.019120,generated_synthetic,0
468,ag13,1,-6,500000,-0.635129,0.016984,-0.023119,generated_synthetic,0
469,ag13,1,-4,500000,-0.406068,0.011479,-0.027099,generated_synthetic,0
470,ag13,1,-2,500000,-0.210726,0.008972,-0.030845,generated_synthetic,0
471,ag13,1,0,500000,0.000000,0.007859,-0.035004,generated_synthetic,0
472,ag13,1,2,500000,0.212886,0.009363,-0.038961,generated_synthetic,0
473,ag13,1,4,500000,0.423762,0.011876,-0.043468,generated_synthetic,0
474,ag13,1,6,500000,0.643288,0.017017,-0.046815,generated_synthetic,0
475,ag13,1,8,500000,0.881876,0.025691,-0.051645,generated_synthetic,0
476,ag13,1,10,500000,1.039178,0.034939,-0.055513,generated_synthetic,0
477,ag13,1,12,500000,1.301005,0.046904,-0.057638,generated_synthetic,0
478,ag13,1,14,500000,1.271928,0.051244,-0.062616,generated_synthetic,0
479,ag13,1,16,500000,1.170393,0.061354,-0.068054,generated_synthetic,0
480,ag13,1,18,500000,1.153304,0.069028,-0.070686,generated_synthetic,0
481,ag14,1,-10,50000,-0.950642,0.033583,-0.014664,generated_synthetic,0
482,ag14,1,-8,50000,-0.789251,0.024126,-0.019144,generated_synthetic,0
483,ag14,1,-6,50000,-0.571278,0.016773,-0.022913,generated_synthetic,0
484,ag14,1,-4,50000,-0.376072,0.012082,-0.026148,generated_synthetic,0
485,ag14,1,-2,50000,-0.191180,0.009378,-0.031217,generated_synthetic,0
486,ag14,1,0,50000,0.000000,0.007818,-0.035230,generated_synthetic,0
487,ag14,1,2,50000,0.189760,0.009261,-0.037837,generated_synthetic,0
488,ag14,1,4,50000,0.371908,0.011738,-0.042686,generated_synthetic,0
489,ag14,1,6,50000,0.562936,0.015641,-0.046640,generated_synthetic,0
490,ag14,1,8,50000,0.750952,0.023589,-0.050951,generated_synthetic,0
491,ag14,1,10,50000,0.948061,0.032276,-0.053581,generated_synthetic,0
492,ag14,1,12,50000,1.102777,0.043167,-0.058125,generated_synthetic,0
493,ag14,1,14,50000,1.103496,0.050507,-0.062353,generated_synthetic,0
494,ag14,1,16,50000,1.039579,0.056918,-0.066341,generated_synthetic,0
495,ag14,1,18,50000,1.052745,0.066401,-0.071818,generated_synthetic,0
496,ag14,1,-10,100000,-0.974669,0.033823,-0.014979,generated_synthetic,0
497,ag14,1,-8,100000,-0.792243,0.025302,-0.019440,generated_synthetic,0
498,ag14,1,-6,100000,-0.572517,0.016575,-0.023213,generated_synthetic,0
499,ag14,1,-4,100000,-0.385155,0.012329,-0.026975,generated_synthetic,0
500,ag14,1,-2,100000,-0.193585,0.008473,-0.031444,generated_synthetic,0
501,ag14,1,0,100000,0.000000,0.008027,-0.035305,generated_synthetic,0
502,ag14,1,2,100000,0.192732,0.009427,-0.039430,generated_synthetic,0
503,ag14,1,4,100000,0.389530,0.012031,-0.042464,generated_synthetic,0
504,ag14,1,6,100000,0.593129,0.017439,-0.047939,generated_synthetic,0
505,ag14,1,8,100000,0.788308,0.023071,-0.050787,generated_synthetic,0
506,ag14,1,10,100000,0.965995,0.033703,-0.055068,generated_synthetic,0
507,ag14,1,12,100000,1.182997,0.042668,-0.060010,generated_synthetic,0
508,ag14,1,14,100000,1.180769,0.050042,-0.062677,generated_synthetic,0
509,ag14,1,16,100000,1.074194,0.058005,-0.066154,generated_synthetic,0
510,ag14,1,18,100000,1.078113,0.074302,-0.070468,generated_synthetic,0
511,ag14,1,-10,200000,-1.000844,0.034781,-0.015021,generated_synthetic,0
512,ag14,1,-8,200000,-0.816071,0.024641,-0.019515,generated_synthetic,0
513,ag14,1,-6,200000,-0.633849,0.017283,-0.022996,generated_synthetic,0
514,ag14,1,-4,200000,-0.411851,0.012668,-0.027176,generated_synthetic,0
515,ag14,1,-2,200000,-0.198762,0.008844,-0.030652,generated_synthetic,0
516,ag14,1,0,200000,0.000000,0.000413,-0.035420,generated_synthetic,1
517,ag14,1,2,200000,0.205026,0.009086,-0.038169,generated_synthetic,0
518,ag14,1,4,200000,0.417614,0.011736,-0.041757,generated_synthetic,0
519,ag14,1,6,200000,0.594496,0.017700,-0.047293,generated_synthetic,0
520,ag14,1,8,200000,0.821092,0.024952,-0.050076,generated_synthetic,0
521,ag14,1,10,200000,0.970869,0.032610,-0.054331,generated_synthetic,0
522,ag14,1,12,200000,1.182618,0.043014,-0.060817,generated_synthetic,0
523,ag14,1,14,200000,1.213021,0.051220,-0.063035,generated_synthetic,0
524,ag14,1,16,200000,1.069459,0.057927,-0.067909,generated_synthetic,0
525,ag14,1,18,200000,1.105244,0.068418,-0.072177,generated_synthetic,0
526,ag14,1,-10,500000,-1.043455,0.034770,-0.015008,generated_synthetic,0
527,ag14,1,-8,500000,-0.852382,0.025693,-0.018844,generated_synthetic,0
528,ag14,1,-6,500000,-0.635446,0.017879,-0.023464,generated_synthetic,0
529,ag14,1,-4,500000,-0.432705,0.012490,-0.026698,generated_synthetic,0
530,ag14,1,-2,500000,-0.207784,0.009443,-0.030284,generated_synthetic,0
531,ag14,1,0,500000,0.000000,0.008103,-0.035055,generated_synthetic,0
532,ag14,1,2,500000,0.215252,0.008979,-0.039588,generated_synthetic,0
533,ag14,1,4,500000,0.418109,0.011552,-0.042783,generated_synthetic,0
534,ag14,1,6,500000,0.621914,0.017366,-0.046341,generated_synthetic,0
535,ag14,1,8,500000,0.849042,0.025164,-0.049678,generated_synthetic,0
536,ag14,1,10,500000,1.052456,0.035380,-0.054605,generated_synthetic,0
537,ag14,1,12,500000,1.252145,0.047937,-0.058950,generated_synthetic,0
538,ag14,1,14,500000,1.224362,0.052816,-0.063201,generated_synthetic,0
539,ag14,1,16,500000,1.152698,0.058861,-0.068059,generated_synthetic,0
540,ag14,1,18,500000,1.134726,0.068256,-0.070715,generated_synthetic,0
541,ag16,1,-10,50000,-0.938892,0.031337,-0.014802,generated_synthetic,0
542,ag16,1,-8,50000,-0.770374,0.024279,-0.018767,generated_synthetic,0
543,ag16,1,-6,50000,-0.577332,0.017332,-0.022876,generated_synthetic,0
544,ag16,1,-4,50000,-0.375533,0.012197,-0.026601,generated_synthetic,0
545,ag16,1,-2,50000,-0.188404,0.009013,-0.030529,generated_synthetic,0
546,ag16,1,0,50000,0.000000,0.007861,-0.034045,generated_synthetic,0
547,ag16,1,2,50000,0.192065,0.008506,-0.039441,generated_synthetic,0
548,ag16,1,4,50000,0.394820,0.011657,-0.042881,generated_synthetic,0
549,ag16,1,6,50000,0.569855,0.015755,-0.045808,generated_synthetic,0
550,ag16,1,8,50000,0.756281,0.023363,-0.051484,generated_synthetic,0
551,ag16,1,10,50000,0.936497,0.031687,-0.056813,generated_synthetic,0
552,ag16,1,12,50000,1.107029,0.042879,-0.058423,generated_synthetic,0
553,ag16,1,14,50000,1.089676,0.048308,-0.062618,generated_synthetic,0
554,ag16,1,16,50000,1.019740,0.060046,-0.066678,generated_synthetic,0
555,ag16,1,18,50000,1.004744,0.064649,-0.071468,generated_synthetic,0
556,ag16,1,-10,100000,-0.950410,0.031439,-0.014709,generated_synthetic,0
557,ag16,1,-8,100000,-0.773160,0.022523,-0.018932,generated_synthetic,0
558,ag16,1,-6,100000,-0.583260,0.016126,-0.022570,generated_synthetic,0
559,ag16,1,-4,100000,-0.399807,0.011968,-0.027089,generated_synthetic,0
560,ag16,1,-2,100000,-0.193786,0.008704,-0.030358,generated_synthetic,0
561,ag16,1,0,100000,0.000000,0.008087,-0.035244,generated_synthetic,0
562,ag16,1,2,100000,0.186599,0.009113,-0.038899,generated_synthetic,0
563,ag16,1,4,100000,0.402024,0.011498,-0.042806,generated_synthetic,0
564,ag16,1,6,100000,0.579399,0.016574,-0.047160,generated_synthetic,0
565,ag16,1,8,100000,0.811432,0.024251,-0.050544,generated_synthetic,0
566,ag16,1,10,100000,0.979964,0.034217,-0.055212,generated_synthetic,0
567,ag16,1,12,100000,1.168348,0.042210,-0.057234,generated_synthetic,0
568,ag16,1,14,100000,1.157554,0.052646,-0.061883,generated_synthetic,0
569,ag16,1,16,100000,1.054130,0.057935,-0.066790,generated_synthetic,0
570,ag16,1,18,100000,1.069105,0.064351,-0.070741,generated_synthetic,0
571,ag16,1,-10,200000,-1.025492,0.033272,-0.015408,generated_synthetic,0
572,ag16,1,-8,200000,-0.791577,0.023170,-0.019459,generated_synthetic,0
573,ag16,1,-6,200000,-0.597053,0.016499,-0.023392,generated_synthetic,0
574,ag16,1,-4,200000,-0.397355,0.011882,-0.026855,generated_synthetic,0
575,ag16,1,-2,200000,-0.206076,0.008753,-0.030618,generated_synthetic,0
576,ag16,1,0,200000,0.000000,0.008266,-0.035004,generated_synthetic,0
577,ag16,1,2,200000,0.208510,0.008247,-0.038542,generated_synthetic,0
578,ag16,1,4,200000,0.399276,0.011249,-0.043278,generated_synthetic,0
579,ag16,1,6,200000,0.612667,0.016366,-0.046852,generated_synthetic,0
580,ag16,1,8,200000,0.818555,0.024596,-0.050352,generated_synthetic,0
581,ag16,1,10,200000,0.993482,0.034026,-0.055035,generated_synthetic,0
582,ag16,1,12,200000,1.203757,0.044084,-0.058781,generated_synthetic,0
583,ag16,1,14,200000,1.182588,0.051943,-0.064148,generated_synthetic,0
584,ag16,1,16,200000,1.172892,0.059893,-0.067349,generated_synthetic,0
585,ag16,1,18,200000,1.129559,0.065160,-0.071052,generated_synthetic,0
586,ag16,1,-10,500000,-1.063139,0.031915,-0.014899,generated_synthetic,0
587,ag16,1,-8,500000,-0.844126,0.025934,-0.019520,generated_synthetic,0
588,ag16,1,-6,500000,-0.639903,0.017330,-0.023115,generated_synthetic,0
589,ag16,1,-4,500000,-0.424650,0.011608,-0.026640,generated_synthetic,0
590,ag16,1,-2,500000,-0.223179,0.009518,-0.030885,generated_synthetic,0
591,ag16,1,0,500000,0.000000,0.008185,-0.034497,generated_synthetic,0
592,ag16,1,2,500000,0.211858,0.008973,-0.038843,generated_synthetic,0
593,ag16,1,4,500000,0.433611,0.011909,-0.042326,generated_synthetic,0
594,ag16,1,6,500000,0.642192,0.017662,-0.047134,generated_synthetic,0
595,ag16,1,8,500000,0.863700,0.025213,-0.051858,generated_synthetic,0
596,ag16,1,10,500000,1.040045,0.033404,-0.055702,generated_synthetic,0
597,ag16,1,12,500000,1.241738,0.044633,-0.058804,generated_synthetic,0
598,ag16,1,14,500000,1.238585,0.049394,-0.063405,generated_synthetic,0
599,ag16,1,16,500000,1.159492,0.060171,-0.068134,generated_synthetic,0
600,ag16,1,18,500000,1.149152,0.066424,-0.071078,generated_synthetic,0
601,aquilasm,1,-10,50000,-0.938434,0.032559,-0.015048,generated_synthetic,0
602,aquilasm,1,-8,50000,-0.736050,0.022803,-0.018771,generated_synthetic,0
603,aquilasm,1,-6,50000,-0.561537,0.016400,-0.022693,generated_synthetic,0
604,aquilasm,1,-4,50000,-0.382167,0.011802,-0.026591,generated_synthetic,0
605,aquilasm,1,-2,50000,-0.186121,0.009361,-0.031217,generated_synthetic,0
606,aquilasm,1,0,50000,0.000000,0.008170,-0.035036,generated_synthetic,0
607,aquilasm,1,2,50000,0.190175,0.008457,-0.039122,generated_synthetic,0
608,aquilasm,1,4,50000,0.383836,0.011999,-0.043310,generated_synthetic,0
609,aquilasm,1,6,50000,0.546965,0.015465,-0.046663,generated_synthetic,0
610,aquilasm,1,8,50000,0.753425,0.023755,-0.053170,generated_synthetic,0
611,aquilasm,1,10,50000,0.923059,0.032336,-0.054691,generated_synthetic,0
612,aquilasm,1,12,50000,1.127022,0.042134,-0.057053,generated_synthetic,0
613,aquilasm,1,14,50000,1.087927,0.049065,-0.064381,generated_synthetic,0
614,aquilasm,1,16,50000,1.034894,0.054648,-0.067313,generated_synthetic,0
615,aquilasm,1,18,50000,1.027296,0.069713,-0.070770,generated_synthetic,0
616,aquilasm,1,-10,100000,-0.961254,0.031111,-0.015032,generated_synthetic,0
617,aquilasm,1,-8,100000,-0.778962,0.023689,-0.019451,generated_synthetic,0
618,aquilasm,1,-6,100000,-0.584032,0.017631,-0.023376,generated_synthetic,0
619,aquilasm,1,-4,100000,-0.393186,0.011830,-0.027160,generated_synthetic,0
620,aquilasm,1,-2,100000,-0.195043,0.009138,-0.031127,generated_synthetic,0
621,aquilasm,1,0,100000,0.000000,0.008199,-0.034822,generated_synthetic,0
622,aquilasm,1,2,100000,0.195881,0.008744,-0.039080,generated_synthetic,0
623,aquilasm,1,4,100000,0.386554,0.012239,-0.042842,generated_synthetic,0
624,aquilasm,1,6,100000,0.576213,0.016600,-0.045481,generated_synthetic,0
625,aquilasm,1,8,100000,0.781848,0.023577,-0.051665,generated_synthetic,0
626,aquilasm,1,10,100000,1.007395,0.033920,-0.054642,generated_synthetic,0
627,aquilasm,1,12,100000,1.160898,0.044189,-0.058166,generated_synthetic,0
628,aquilasm,1,14,100000,1.159268,0.051276,-0.064213,generated_synthetic,0
629,aquilasm,1,16,100000,1.081860,0.057689,-0.067548,generated_synthetic,0
630,aquilasm,1,18,100000,1.036502,0.069078,-0.071855,generated_synthetic,0
631,aquilasm,1,-10,200000,-1.024646,0.032171,-0.014893,generated_synthetic,0
632,aquilasm,1,-8,200000,-0.816098,0.022926,-0.018739,generated_synthetic,0
633,aquilasm,1,-6,200000,-0.622483,0.017209,-0.023678,generated_synthetic,0
634,aquilasm,1,-4,200000,-0.397015,0.011886,-0.027903,generated_synthetic,0
